,Locality,Type of property,Subtype of property,Price,Number of rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Garden,Surface of the land,Surface area of the plot of land,Number of facades,State of the building,Code Immoweb,Type of Sale,Tenement building
2937,1081 — Koekelberg,Apartment,None,210000.0,101.0,1,1,0,0.0,None,None,None,3.0,1.0,2,20055656,1,0
2938,1853 — Strombeek-Bever,Apartment,None,220000.0,87.0,1,1,0,4.0,None,None,None,None,0.0,none,11369463,no,0
2939,5530 — YVOIR,Apartment,None,220000.0,84.0,1,0,0,13.0,None,None,None,2.0,0.0,4,11078279,no,0
2940,7850 — Enghien,Apartment,None,220000.0,52.0,1,0,0,5.0,None,None,None,None,1.0,5,11444597,1,0
2941,8434 — Westende,Apartment,None,225000.0,61.0,0,1,0,18.0,None,None,None,None,0.0,3,10868968,no,0
2942,8434 — Westende,Apartment,None,225000.0,61.0,0,1,0,18.0,None,None,None,None,0.0,3,10576886,no,0
2943,2100 — Deurne,Apartment,None,229900.0,102.0,1,0,0,11.0,None,None,None,None,0.0,none,20207035,no,0
2944,1083 — Ganshoren,Apartment,None,229990.0,81.0,1,1,0,8.0,300.0,300.0,None,2.0,1.0,4,10183359,1,0
2945,1083 — Ganshoren,Apartment,None,229990.0,81.0,1,1,0,8.0,300.0,300.0,None,2.0,1.0,4,10163550,1,0
2946,8434 — WESTENDE,Apartment,None,230000.0,69.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20013656,no,0
2947,1080 — Molenbeek-Saint-Jean,Apartment,None,240000.0,105.0,1,1,0,7.0,None,None,None,None,1.0,3,20007378,1,0
2948,8540 — Deerlijk,Apartment,None,240000.0,75.0,0,0,0,18.0,None,None,None,None,0.0,3,10671260,no,0
2949,8540 — Deerlijk,Apartment,None,244750.0,75.0,0,0,0,18.0,None,None,None,None,0.0,3,10671248,no,0
2950,1601 — Ruisbroek (1601),Apartment,None,245000.0,77.0,1,1,0,0.0,None,None,None,None,0.0,4,20142987,1,0
2951,8301 — Heist-aan-Zee,Apartment,None,245000.0,74.0,1,1,0,0.0,None,None,None,2.0,0.0,3,20068814,no,0
2952,1083 — GANSHOREN,Apartment,None,247000.0,None,1,0,0,5.0,None,None,None,2.0,0.0,3,20246226,no,0
2953,1500 — HALLE,Apartment,None,249000.0,93.0,1,0,0,0.0,None,None,None,2.0,0.0,3,11383541,no,0
2954,8380 — Zeebrugge,Apartment,None,249000.0,79.0,0,0,0,0.0,None,None,None,None,0.0,3,20211180,no,0
2955,8540 — Deerlijk,Apartment,None,249000.0,79.0,1,0,0,12.0,None,None,None,None,0.0,3,20220945,no,0
2956,4500 — HUY,Apartment,None,250000.0,112.0,1,0,0,14.0,79.0,79.0,None,3.0,0.0,none,20158963,1,0
2957,5530 — YVOIR,Apartment,None,256000.0,104.0,1,0,0,4.0,None,None,None,2.0,0.0,4,11078280,no,0
2958,1020 — Bruxelles,Apartment,None,259000.0,110.0,1,0,0,2.0,None,None,None,2.0,1.0,3,20053944,no,0
2959,8500 — Kortrijk,Apartment,None,259000.0,99.0,1,1,0,0.0,None,None,None,2.0,1.0,3,20224698,no,0
2960,2170 — Merksem,Apartment,None,259900.0,105.0,1,1,0,10.0,None,None,None,2.0,0.0,3,20141823,no,0
2961,1070 — Anderlecht,Apartment,None,260000.0,75.0,0,0,0,7.0,None,None,None,None,0.0,none,20250624,1,0
2962,1210 — Saint-Josse-ten-Noode,Apartment,None,265000.0,None,1,0,0,13.0,None,None,None,4.0,1.0,3,20263811,no,0
2963,8370 — Blankenberge,Apartment,None,265000.0,68.0,0,0,0,0.0,None,None,None,None,0.0,1,20187096,no,0
2964,1785 — MERCHTEM,Apartment,None,269000.0,91.0,1,0,0,4.0,None,None,None,2.0,0.0,3,11322025,no,0
2965,9620 — Zottegem,Apartment,None,269000.0,84.0,0,1,0,11.0,None,None,None,None,0.0,none,20240230,1,0
2966,9700 — Oudenaarde,Apartment,None,269000.0,74.0,0,1,0,0.0,None,None,None,2.0,0.0,3,11480980,no,0
2967,2018 — Antwerpen,Apartment,None,275000.0,110.0,1,1,0,6.0,None,None,None,2.0,1.0,3,20107055,1,0
2968,5530 — YVOIR,Apartment,None,276000.0,113.0,1,0,0,13.0,None,None,None,2.0,0.0,4,11078305,no,0
2969,8540 — Deerlijk,Apartment,None,277696.0,95.0,0,0,0,23.0,None,None,None,None,0.0,3,10671252,no,0
2970,1070 — ANDERLECHT,Apartment,None,279000.0,106.0,1,0,0,21.0,None,None,None,2.0,0.0,1,20165636,1,0
2971,2100 — Deurne (2100),Apartment,None,279000.0,121.0,1,1,0,10.0,None,None,None,None,0.0,none,20121865,no,0
2972,1160 — Auderghem,Apartment,None,285000.0,98.0,1,1,0,8.0,None,None,None,4.0,1.0,1,20188766,no,0
2973,5530 — YVOIR,Apartment,None,285000.0,116.0,1,0,0,9.0,None,None,None,2.0,0.0,4,11078247,no,0
2974,8434 — Westende,Apartment,None,289000.0,66.0,0,1,0,4.0,None,None,None,None,0.0,4,20213635,no,0
2975,8540 — Deerlijk,Apartment,None,292211.0,93.0,0,0,0,18.0,None,None,None,None,0.0,3,10671247,no,0
2976,8540 — Deerlijk,Apartment,None,293311.0,93.0,0,0,0,18.0,None,None,None,None,0.0,3,10671258,no,0
2977,1300 — Wavre Limal,Apartment,None,295000.0,90.0,1,1,0,0.0,None,None,None,3.0,0.0,5,20175053,no,0
2978,8400 — Oostende,Apartment,None,295000.0,78.0,0,1,0,2.0,None,None,None,None,0.0,none,20200499,no,0
2979,8400 — Oostende,Apartment,None,295000.0,87.0,1,1,0,0.0,None,None,None,None,0.0,3,11132793,no,0
2980,9800 — DEINZE,Apartment,None,298000.0,86.0,1,0,0,14.0,12.0,12.0,None,2.0,0.0,none,20206680,no,0
2981,1500 — Halle,Apartment,None,299000.0,123.0,1,0,0,30.0,None,None,None,None,1.0,4,20154329,no,0
2982,8400 — Oostende,Apartment,None,299000.0,81.0,1,1,0,12.0,None,None,None,None,0.0,4,20187285,no,0
2983,8800 — Roeselare,Apartment,None,299000.0,135.0,1,0,0,26.0,None,None,None,None,0.0,3,9974065,no,0
2984,9000 — GENT,Apartment,None,299000.0,75.0,1,0,0,16.0,None,None,None,2.0,0.0,3,20043170,no,0
2985,8800 — Roeselare,Apartment,None,310000.0,138.0,1,0,0,11.0,None,None,None,None,0.0,3,9974066,no,0
2986,2820 — BONHEIDEN,Apartment,None,312000.0,96.0,1,0,0,14.0,None,None,None,4.0,0.0,3,20229331,no,0
2987,8200 — Sint-Michiels,Apartment,None,325000.0,110.0,1,1,0,6.0,None,None,None,None,0.0,3,11114876,no,0
2988,9700 — OUDENAARDE,Apartment,None,325000.0,99.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20246067,no,0
2989,8370 — Blankenberge,Apartment,None,335000.0,65.0,0,1,0,0.0,None,None,None,None,0.0,3,20152908,no,0
2990,8540 — Deerlijk,Apartment,None,329343.0,114.0,0,0,0,22.0,None,None,None,None,0.0,3,10671250,no,0
2991,2020 — Antwerpen (2020),Apartment,None,340000.0,64.0,0,0,0,0.0,None,None,None,None,0.0,5,11451465,no,0
2992,1140 — Evere,Apartment,None,345000.0,89.0,1,1,0,0.0,None,None,None,2.0,1.0,5,11273668,no,0
2993,6700 — ARLON,Apartment,None,345000.0,76.0,1,0,0,0.0,None,None,None,None,0.0,3,20206427,no,0
2994,8434 — Westende,Apartment,None,None,90.0,0,1,0,0.0,None,None,None,None,0.0,3,20226438,no,0
2995,8434 — Westende,Apartment,None,369000.0,77.0,0,1,0,5.0,None,None,None,None,0.0,3,20213637,no,0
2996,6700 — ARLON,Apartment,None,385000.0,104.0,1,0,0,0.0,None,None,None,None,0.0,3,11430702,no,0
2997,8400 — Oostende,Apartment,None,389000.0,103.0,1,1,0,3.0,None,None,None,None,0.0,none,20206821,no,0
2998,1150 — Woluwe-Saint-Pierre,Apartment,None,395000.0,79.0,1,1,0,5.0,None,None,None,2.0,1.0,5,20015002,1,0
2999,8300 — Knokke,Apartment,None,395000.0,60.0,1,1,0,0.0,None,None,None,2.0,0.0,3,10467086,no,0
3000,1040 — Etterbeek,Apartment,None,399000.0,98.0,0,0,0,10.0,45.0,45.0,None,2.0,0.0,3,20220294,no,0
3001,2018 — Antwerpen,Apartment,None,415000.0,102.0,1,0,0,14.0,None,None,None,2.0,1.0,5,11051880,1,0
3002,1700 — Dilbeek,Apartment,None,449000.0,110.0,1,1,0,30.0,200.0,200.0,None,4.0,1.0,5,10806049,1,0
3003,8620 — NIEUWPOORT,Apartment,None,475000.0,75.0,1,0,0,0.0,None,None,None,4.0,0.0,none,20194467,no,0
3004,8770 — Ingelmunster,Apartment,None,478519.0,149.0,1,0,0,20.0,None,None,None,None,0.0,5,20040109,no,0
3005,1160 — Auderghem,Apartment,None,490000.0,107.0,1,0,0,12.0,None,None,None,None,1.0,5,20059427,1,0
3006,1410 — Waterloo,Apartment,None,495000.0,111.0,1,1,0,13.0,None,None,None,3.0,1.0,3,20105817,1,0
3007,8400 — Oostende,Apartment,None,495000.0,150.0,0,1,0,30.0,None,None,None,None,0.0,3,20214517,no,0
3008,8300 — Knokke-Heist,Apartment,None,519000.0,58.0,0,0,0,0.0,None,None,None,None,0.0,3,20239936,no,0
3009,8300 — Knokke-Heist,Apartment,None,519000.0,58.0,0,0,0,0.0,None,None,None,None,0.0,4,20149544,no,0
3010,1050 — Elsene,Apartment,None,545000.0,129.0,1,1,0,4.0,None,None,None,4.0,1.0,3,11397541,no,0
3011,8620 — NIEUWPOORT,Apartment,None,575000.0,121.0,1,1,0,0.0,None,None,None,2.0,0.0,none,20119879,no,0
3012,8300 — Knokke-Heist,Apartment,None,595000.0,50.0,1,1,0,0.0,None,None,None,2.0,1.0,4,11459595,no,0
3013,8400 — Oostende,Apartment,None,595000.0,123.0,1,1,0,0.0,None,None,None,None,0.0,5,11429371,no,0
3014,8400 — Oostende,Apartment,None,595000.0,153.0,0,1,0,0.0,None,None,None,None,0.0,3,11329218,no,0
3015,8300 — Knokke-Heist,Apartment,None,620000.0,85.0,1,0,0,0.0,None,None,None,None,0.0,4,11443899,no,0
3016,8300 — Knokke-Heist,Apartment,None,649000.0,110.0,1,1,0,0.0,None,None,None,2.0,1.0,4,20104494,no,0
3017,8300 — Knokke-Heist,Apartment,None,795000.0,74.0,1,0,0,0.0,None,None,None,2.0,0.0,5,11374420,no,0
3018,8301 — Duinbergen,Apartment,None,795000.0,83.0,0,0,0,0.0,None,None,None,None,0.0,2,20075973,no,0
3019,8301 — Duinbergen,Apartment,None,839000.0,160.0,0,0,0,0.0,None,None,None,None,0.0,3,20008059,no,0
3020,8300 — Knokke-Heist,Apartment,None,895000.0,60.0,1,1,0,0.0,None,None,None,2.0,0.0,5,20135796,no,0
3021,8300 — Knokke,Apartment,None,895000.0,110.0,0,1,0,0.0,None,None,None,2.0,0.0,3,11442645,no,0
3022,8300 — Knokke-Heist,Apartment,None,899000.0,59.0,0,0,0,0.0,None,None,None,None,0.0,5,20063506,no,0
3023,8300 — Knokke,Apartment,None,950000.0,72.0,0,1,0,0.0,None,None,None,None,0.0,2,20213021,no,0
3024,1000 — Bruxelles,Apartment,None,1090000.0,170.0,1,1,0,18.0,None,None,None,2.0,1.0,none,11422441,no,0
3025,1050 — Ixelles,Apartment,None,1090000.0,170.0,1,1,0,18.0,None,None,None,2.0,1.0,none,11418498,no,0
3026,8300 — Knokke,Apartment,None,1190000.0,86.0,0,0,0,0.0,None,None,None,None,0.0,3,20043992,no,0
3027,8300 — Knokke,Apartment,None,1195000.0,140.0,1,0,0,0.0,None,None,None,4.0,0.0,3,20152730,no,0
3028,1000 — Bruxelles,Apartment,None,1200000.0,343.0,1,0,0,0.0,80.0,80.0,None,2.0,1.0,5,20180428,no,0
3029,8300 — Knokke,Apartment,None,1295000.0,113.0,1,0,0,0.0,None,None,None,4.0,0.0,3,20149289,no,0
3030,8300 — Knokke,Apartment,None,1295000.0,109.0,0,0,0,0.0,None,None,None,None,0.0,3,11410341,no,0
3031,8300 — Knokke,Apartment,None,1295000.0,113.0,0,0,0,0.0,None,None,None,None,0.0,3,11030725,no,0
3032,8300 — Knokke-Heist,Apartment,None,1345000.0,121.0,0,1,0,0.0,None,None,None,None,0.0,5,20239934,no,0
3033,8300 — Knokke-Heist,Apartment,None,1495000.0,112.0,0,0,0,0.0,None,None,None,None,0.0,3,20243815,no,0
3034,8300 — Knokke,Apartment,None,1595000.0,130.0,0,0,0,0.0,None,None,None,None,0.0,3,10855180,no,0
3035,8301 — Duinbergen,Apartment,None,1595000.0,118.0,0,0,0,0.0,None,None,None,None,0.0,3,20149543,no,0
3036,8300 — Knokke-Heist,Apartment,None,1650000.0,125.0,0,0,0,0.0,None,None,None,None,0.0,4,10837801,no,0
3037,8300 — Knokke-Heist,Apartment,None,1650000.0,125.0,1,1,0,0.0,None,None,None,2.0,1.0,4,11441611,no,0
3038,8300 — Knokke-Heist,Apartment,None,1950000.0,140.0,1,0,0,0.0,None,None,None,None,0.0,3,20078460,no,0
3039,8300 — Knokke-Heist,Apartment,None,2395000.0,154.0,0,1,0,6.0,None,None,None,2.0,0.0,5,11276203,no,0
3040,3000 — Leuven,Apartment,None,420000.0,96.0,0,1,0,0.0,None,None,None,2.0,1.0,none,20182469,no,0
3041,2000 — Antwerpen,Apartment,None,250000.0,55.0,0,0,0,0.0,None,None,None,2.0,0.0,3,20296863,no,0
3042,2000 — Antwerpen,Apartment,None,225000.0,55.0,1,1,0,0.0,None,None,None,2.0,0.0,5,20310329,no,0
3043,9230 — Wetteren,Apartment,None,259000.0,82.0,1,1,0,100.0,None,None,None,2.0,0.0,3,20264512,no,0
3044,2018 — Antwerpen,Apartment,None,445000.0,113.0,0,0,0,0.0,None,None,None,2.0,0.0,5,20267815,no,0
3045,9000 — Gent,Apartment,None,235000.0,55.0,0,0,0,0.0,None,None,None,None,0.0,none,20287770,no,0
3046,2600 — Berchem,Apartment,None,255000.0,88.0,0,0,0,0.0,None,None,None,None,0.0,5,20290542,no,0
3047,1060 — Saint-Gilles,Apartment,None,395000.0,80.0,0,1,0,68.0,None,None,None,2.0,1.0,none,20286875,no,0
3048,7100 — La Louvière,Apartment,None,95000.0,71.0,1,1,0,0.0,None,None,None,4.0,0.0,1,20302460,no,0
3049,9000 — Gent,Apartment,None,279000.0,76.0,1,1,0,13.0,None,None,None,None,0.0,3,20301814,no,0
3050,2660 — HOBOKEN,Apartment,None,199000.0,61.0,1,0,0,28.0,None,None,None,None,0.0,3,20260240,no,0
3051,1050 — Ixelles,Apartment,None,485000.0,82.0,1,1,0,12.0,None,None,None,2.0,1.0,5,20218043,no,0
3052,9620 — Zottegem,Apartment,None,219000.0,100.0,1,1,0,7.0,None,None,None,None,0.0,5,20245961,no,0
3053,2000 — Antwerpen (2000),Apartment,None,373000.0,90.0,1,1,0,0.0,None,None,None,None,0.0,4,20251418,no,0
3054,8660 — De Panne,Apartment,None,99000.0,28.0,1,1,0,2.0,None,None,None,None,0.0,none,20285302,no,0
3055,6880 — Bertrix,Apartment,None,115000.0,65.0,1,1,0,0.0,None,None,None,4.0,0.0,5,20258894,no,0
3056,8370 — Blankenberge,Apartment,None,132000.0,38.0,0,0,0,0.0,None,None,None,None,0.0,3,20221183,no,0
3057,8430 — Middelkerke,Apartment,None,169000.0,28.0,1,1,0,16.0,None,None,None,2.0,1.0,5,20279074,no,0
3058,1070 — Anderlecht,Apartment,None,180000.0,76.0,0,1,0,0.0,None,None,None,2.0,0.0,3,20264851,1,0
3059,1080 — Molenbeek-saint-jean,Apartment,None,199000.0,83.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20275400,1,0
3060,9000 — Gent,Apartment,None,199000.0,30.0,1,1,0,0.0,50.0,50.0,None,2.0,1.0,3,20266252,no,0
3061,1030 — Schaerbeek,Apartment,None,210000.0,84.0,1,1,0,0.0,None,None,None,2.0,1.0,2,20273430,no,0
3062,1030 — Schaerbeek,Apartment,None,210000.0,84.0,1,1,0,0.0,None,None,None,2.0,1.0,2,20192706,no,0
3063,8400 — Oostende,Apartment,None,219000.0,58.0,1,1,0,13.0,None,None,None,2.0,1.0,3,20273661,no,0
3064,8900 — Ieper,Apartment,None,229000.0,90.0,1,1,0,4.0,None,None,None,3.0,1.0,3,20283957,no,0
3065,1020 — Laeken,Apartment,None,250000.0,110.0,1,1,0,3.0,None,None,None,2.0,1.0,1,20271322,no,0
3066,1180 — Uccle,Apartment,None,250000.0,74.0,1,1,0,17.0,None,None,None,2.0,1.0,1,20263931,1,0
3067,1140 — Evere,Apartment,None,265000.0,89.0,0,1,0,8.0,None,None,None,4.0,1.0,5,20270933,1,0
3068,1200 — Woluwe-Saint-Lambert,Apartment,None,280000.0,84.0,1,1,0,10.0,None,None,None,2.0,1.0,3,20252382,no,0
3069,1932 — Zaventem Sint-Stevens-Woluwe,Apartment,None,280000.0,84.0,1,1,0,10.0,None,None,None,2.0,1.0,3,20210133,no,0
3070,8470 — Gistel,Apartment,None,299000.0,125.0,1,1,0,8.0,None,None,None,2.0,1.0,3,20276379,no,0
3071,9230 — Wetteren,Apartment,None,320000.0,74.0,1,1,0,54.0,None,None,None,4.0,1.0,3,20243756,no,0
3072,2000 — Antwerpen,Apartment,None,357000.0,95.0,0,0,0,0.0,None,None,None,2.0,0.0,4,20244964,no,0
3073,2050 — Antwerpen Linkeroever,Apartment,None,359000.0,122.0,1,1,0,6.0,None,None,None,3.0,1.0,5,20153850,no,0
3074,1070 — Anderlecht,Apartment,None,365000.0,114.0,1,1,0,16.0,None,None,None,2.0,1.0,5,20203711,no,0
3075,2000 — Antwerpen,Apartment,None,429000.0,121.0,0,1,0,0.0,None,None,None,3.0,0.0,3,20237220,no,0
3076,1000 — Brussel,Apartment,None,440000.0,102.0,1,1,0,2.0,None,None,None,4.0,1.0,3,20268010,no,0
3077,1000 — Brussel,Apartment,None,449000.0,104.0,1,1,0,14.0,None,None,None,3.0,1.0,3,20179665,no,0
3078,8300 — Knokke-Heist,Apartment,None,450000.0,54.0,0,0,0,0.0,None,None,None,3.0,0.0,3,20286791,no,0
3079,1000 — Bruxelles,Apartment,None,599000.0,120.0,1,0,0,45.0,None,None,None,2.0,1.0,3,20281805,no,0
3080,2000 — Antwerpen,Apartment,None,725000.0,259.0,0,0,0,0.0,None,None,None,None,0.0,3,20268962,no,0
3081,8300 — Knokke-Heist,Apartment,None,1875000.0,95.0,1,1,0,0.0,None,None,None,3.0,1.0,5,20214071,no,0
3082,8300 — Knokke-Heist,Apartment,None,3495000.0,150.0,1,1,0,0.0,641.0,641.0,None,3.0,1.0,5,20177788,no,0
3083,2000 — Antwerpen,Apartment,None,260000.0,65.0,0,1,0,8.0,None,None,None,None,0.0,3,20300430,no,0
3084,8000 — Brugge,Apartment,None,334000.0,88.0,0,0,0,0.0,None,None,None,None,0.0,3,20302838,no,0
3085,1060 — Saint-Gilles,Apartment,None,480000.0,94.0,1,0,0,0.0,None,None,None,2.0,1.0,5,20299136,no,0
3086,8370 — Blankenberge,Apartment,None,525000.0,88.0,0,0,0,0.0,None,None,None,None,0.0,5,20298849,no,0
3087,1210 — SAINT-JOSSE-TEN-NOODE,Apartment,None,225000.0,74.0,1,0,0,0.0,None,None,None,None,0.0,4,20317396,no,0
3088,2640 — Mortsel,Apartment,None,285000.0,120.0,0,0,0,0.0,None,None,None,2.0,0.0,none,20312846,no,0
3089,2170 — Antwerpen,Apartment,None,185000.0,55.0,1,0,0,5.0,None,None,None,2.0,1.0,5,20305768,1,0
3090,1210 — Saint-Josse-ten-Noode,Apartment,None,225000.0,80.0,1,1,0,5.0,None,None,None,3.0,1.0,3,20121018,1,0
3091,1070 — ANDERLECHT,Apartment,None,175000.0,75.0,1,0,0,14.0,None,None,None,None,0.0,1,20298846,no,0
3092,1090 — Jette,Apartment,None,175000.0,79.0,1,0,0,7.0,None,None,None,4.0,1.0,2,20295185,1,0
3093,8400 — Oostende,Apartment,None,239000.0,98.0,0,0,0,1.0,None,None,None,None,0.0,3,20295120,no,0
3094,2800 — Mechelen,Apartment,None,289879.0,69.0,0,0,0,6.0,None,None,None,None,0.0,none,20297064,no,0
3095,9040 — Sint-amandsberg,Apartment,None,360000.0,123.0,0,0,0,12.0,None,None,None,3.0,0.0,5,20295249,no,0
3096,1180 — Uccle,Apartment,None,415000.0,88.0,0,1,0,0.0,None,None,None,None,1.0,5,20295843,no,0
3097,1640 — Sint-Genesius-Rode,Apartment,None,560000.0,192.0,0,0,0,0.0,None,None,None,None,0.0,none,20300014,no,0
3098,8400 — Oostende,Apartment,None,265000.0,45.0,0,0,0,0.0,None,None,None,None,0.0,none,20312912,no,0
3099,8730 — Beernem,Apartment,None,389000.0,175.0,1,0,0,15.0,None,None,None,3.0,0.0,none,20311369,no,0
3100,9000 — Gent,Apartment,None,445000.0,105.0,0,0,0,0.0,None,None,None,None,0.0,4,20255696,no,0
3101,2000 — Antwerpen,Apartment,None,495000.0,163.0,0,0,0,0.0,None,None,None,None,0.0,3,20311309,no,0
3102,9300 — Aalst,Apartment,None,175000.0,85.0,1,0,0,6.0,None,None,None,2.0,1.0,3,20270735,1,0
3103,1083 — Ganshoren,Apartment,None,235000.0,87.0,1,1,0,8.0,None,None,None,4.0,0.0,5,20204647,1,0
3104,2800 — Mechelen,Apartment,None,265000.0,74.0,1,0,0,0.0,None,None,None,None,0.0,none,20271936,no,0
3105,8450 — Bredene,Apartment,None,229000.0,75.0,1,1,0,10.0,None,None,None,None,1.0,3,20289060,no,0
3106,8300 — Knokke-Heist,Apartment,None,1795000.0,90.0,1,0,0,0.0,None,None,None,2.0,1.0,5,20289820,no,0
3107,9300 — Aalst,Apartment,None,138500.0,76.0,1,0,0,0.0,None,None,None,4.0,0.0,3,20305007,no,0
3108,8400 — Oostende,Apartment,None,168000.0,100.0,0,0,1,1.0,None,None,None,2.0,1.0,none,20305729,no,0
3109,1030 — SCHAERBEEK,Apartment,None,220000.0,72.0,1,0,0,0.0,None,None,None,None,0.0,2,20304867,no,0
3110,4480 — Engis,Apartment,None,95000.0,87.0,1,1,0,0.0,None,None,None,2.0,1.0,5,20108145,1,0
3111,4051 — VAUX-SOUS-CHÈVREMONT,Apartment,None,119000.0,112.0,1,0,0,0.0,None,None,None,2.0,0.0,1,20147395,no,0
3112,8400 — Oostende,Apartment,None,135000.0,67.0,0,1,0,18.0,None,None,None,None,0.0,3,20195298,no,0
3113,8370 — Blankenberge,Apartment,None,137500.0,40.0,0,1,0,0.0,None,None,None,None,0.0,4,20106322,no,0
3114,9200 — Dendermonde,Apartment,None,159000.0,87.0,1,0,0,0.0,None,None,None,2.0,0.0,none,20100142,no,0
3115,4030 — Liège,Apartment,None,165000.0,80.0,1,0,0,2.0,None,None,None,None,1.0,none,11332329,1,0
3116,6720 — HABAY-LA-NEUVE,Apartment,None,171500.0,78.0,1,0,0,0.0,187.0,187.0,None,2.0,0.0,3,11327510,1,0
3117,8620 — Nieuwpoort,Apartment,None,172000.0,44.0,1,1,0,0.0,None,None,None,None,0.0,none,20134513,no,0
3118,8400 — Oostende,Apartment,None,174000.0,44.0,0,1,0,0.0,None,None,None,None,0.0,none,11334492,no,0
3119,7130 — BINCHE,Apartment,None,175000.0,122.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20237685,no,0
3120,9051 — Sint-Denijs-Westrem,Apartment,None,175000.0,56.0,0,0,0,0.0,None,None,None,None,1.0,4,20133317,no,0
3121,5170 — BOIS-DE-VILLERS,Apartment,None,179000.0,140.0,1,0,1,0.0,None,None,None,4.0,0.0,4,20115325,no,0
3122,7060 — SOIGNIES,Apartment,None,185000.0,79.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20155842,no,0
3123,1080 — Molenbeek-Saint-Jean,Apartment,None,189000.0,75.0,1,1,0,0.0,None,None,None,2.0,1.0,3,10106816,1,0
3124,1020 — Laeken,Apartment,None,199000.0,90.0,1,1,0,24.0,None,None,None,None,1.0,1,20022496,1,0
3125,1081 — KOEKELBERG,Apartment,None,199000.0,100.0,1,0,0,0.0,None,None,None,2.0,0.0,2,20193222,1,0
3126,2100 — DEURNE,Apartment,None,212000.0,115.0,1,0,0,0.0,None,None,None,2.0,0.0,3,10249177,no,0
3127,1080 — Molenbeek-Saint-Jean,Apartment,None,215000.0,80.0,1,0,0,0.0,None,None,None,2.0,1.0,3,20204518,1,0
3128,1081 — KOEKELBERG,Apartment,None,219000.0,100.0,1,0,0,0.0,None,None,None,2.0,0.0,3,20245687,1,0
3129,4020 — Liège,Apartment,None,219000.0,87.0,1,1,0,8.0,None,None,None,2.0,0.0,5,20075189,1,0
3130,6880 — Bertrix,Apartment,None,219000.0,86.0,1,1,0,0.0,None,None,None,None,1.0,5,20054582,no,0
3131,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,219500.0,60.0,1,0,0,5.0,None,None,None,2.0,1.0,5,20031057,no,0
3132,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,219500.0,63.0,1,0,0,5.0,None,None,None,2.0,1.0,5,20031058,no,0
3133,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,219500.0,60.0,1,0,0,5.0,None,None,None,2.0,1.0,5,20031056,no,0
3134,4100 — Seraing,Apartment,None,219900.0,141.0,1,1,0,10.0,None,None,None,2.0,0.0,5,20056170,no,0
3135,1050 — IXELLES,Apartment,None,220000.0,50.0,0,0,0,8.0,None,None,None,None,0.0,4,20200807,1,0
3136,8370 — BLANKENBERGE,Apartment,None,220000.0,None,1,1,0,28.0,None,None,None,None,0.0,3,20241695,no,0
3137,1080 — MOLENBEEK-SAINT-JEAN,Apartment,None,222500.0,63.0,1,0,0,5.0,None,None,None,2.0,1.0,5,11458900,no,0
3138,1420 — Braine-l'Alleud,Apartment,None,225000.0,70.0,1,1,0,0.0,None,None,None,3.0,1.0,3,20148790,1,0
3139,8620 — Nieuwpoort,Apartment,None,225000.0,45.0,1,1,0,0.0,None,None,None,None,0.0,none,20243841,no,0
3140,8870 — Izegem,Apartment,None,225000.0,69.0,0,0,0,10.0,None,None,None,None,0.0,3,11461967,no,0
3141,6880 — Bertrix,Apartment,None,227900.0,88.0,1,1,0,32.0,None,None,None,None,1.0,5,20005534,no,0
3142,6750 — Musson,Apartment,None,235000.0,91.0,1,1,0,0.0,None,None,None,None,0.0,3,11301791,1,0
3143,9990 — Maldegem,Apartment,None,237000.0,99.0,0,1,0,0.0,None,None,None,2.0,0.0,3,20108882,1,0
3144,1000 — Brussel,Apartment,None,239000.0,75.0,1,1,0,0.0,None,None,None,2.0,1.0,3,11429112,no,0
3145,1853 — Grimbergen,Apartment,None,239000.0,85.0,1,1,0,27.0,None,None,None,3.0,1.0,3,11150560,1,0
3146,2060 — ANTWERPEN,Apartment,None,245000.0,55.0,1,0,0,0.0,None,None,None,2.0,1.0,5,11251987,no,0
3147,8700 — Tielt (8700),Apartment,None,248000.0,79.0,0,0,0,0.0,None,None,None,None,0.0,3,20160326,no,0
3148,1081 — Koekelberg,Apartment,None,249000.0,94.0,1,1,0,10.0,None,None,None,2.0,1.0,3,20219368,1,0
3149,2610 — Antwerpen,Apartment,None,249000.0,99.0,1,0,0,5.0,None,None,None,None,1.0,3,20154411,no,0
3150,8380 — ZEEBRUGGE,Apartment,None,249000.0,55.0,1,0,0,0.0,None,None,None,4.0,0.0,3,11027488,no,0
3151,8400 — Oostende,Apartment,None,249000.0,86.0,0,1,0,4.0,None,None,None,None,0.0,3,20240185,no,0
3152,8420 — WENDUINE,Apartment,None,249000.0,109.0,0,0,0,0.0,None,None,None,2.0,0.0,3,11468677,no,0
3153,1000 — Bruxelles,Apartment,None,250000.0,85.0,1,1,0,0.0,None,None,None,2.0,1.0,1,20077468,no,0
